generation,ev,No.1,No.2,No.3,No.4,No.5,No.6,No.7,No.8,No.9,No.10,No.11,No.12,No.13,No.14,No.15,No.16,No.17,No.18,No.19,No.20
0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1
0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1
0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0
1,2817,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,2348,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,2703,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0
1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0
1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0
1,3965,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0
1,3402,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0
1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1
1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0
1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0
1,2348,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,2348,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0
1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0
2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0
2,2527,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
2,4221,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
2,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
2,4436,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0
2,2527,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
2,2783,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
2,3138,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
2,3051,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0
2,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
2,3402,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0
2,2348,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
2,3965,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
2,2703,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0
2,2348,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
2,3402,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0
3,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0
3,4436,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0
3,3449,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
3,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0
3,3377,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
3,4119,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1
3,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1
3,3965,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
3,3781,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
3,2317,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0
3,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0
3,2775,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0
3,4436,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0
3,3965,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
3,4436,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0
3,2527,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
4,4830,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
4,2666,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
4,3307,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
4,3707,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0
4,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
4,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0
4,3778,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
4,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0
4,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0
4,3965,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0
4,3187,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0
4,2975,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
4,4436,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0
4,4436,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0
4,2775,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0
4,3965,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
5,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
5,4359,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
5,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
5,4345,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1
5,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0
5,3774,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1
5,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0
5,3778,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
5,3723,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
5,2775,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0
5,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0
5,1972,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0
5,4830,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
5,3307,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
5,2975,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
5,3187,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0
6,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
6,4777,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
6,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
6,4654,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
6,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1
6,4830,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
6,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
6,3778,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
6,3920,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
6,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
6,4119,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
6,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0
6,4830,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
6,3778,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
6,2975,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
6,4830,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
7,4219,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1
7,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
7,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
7,3974,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
7,4830,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
7,3851,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
7,3863,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
7,5122,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1
7,4654,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
7,4654,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
7,5263,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
7,4830,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
7,4830,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
7,4654,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
7,4777,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
7,4830,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
8,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
8,4646,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
8,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0
8,3748,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
8,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
8,4646,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
8,4646,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
8,4590,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
8,4654,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
8,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1
8,4915,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1
8,4646,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
8,5263,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
8,4654,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
8,5263,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
8,4654,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
9,4605,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
9,4654,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
9,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
9,4654,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
9,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1
9,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
9,2830,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
9,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1
9,4654,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
9,4460,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
9,4654,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
9,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
9,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
9,4646,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
9,4654,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
9,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
10,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
10,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
10,4605,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
10,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
10,3754,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
10,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
10,4789,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
10,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
10,4414,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
10,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1
10,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1
10,3638,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
10,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
10,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
10,4605,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
10,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
11,4773,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1
11,5087,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
11,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1
11,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
11,4800,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
11,5447,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
11,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
11,4853,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
11,4555,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
11,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1
11,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
11,4304,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
11,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
11,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
11,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
11,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
12,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1
12,4915,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1
12,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1
12,4590,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
12,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
12,5263,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
12,4739,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1
12,4482,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
12,4739,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1
12,4589,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1
12,4836,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1
12,3833,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
12,5447,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
12,4555,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
12,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
12,4304,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
13,4864,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
13,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0
13,5263,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
13,5447,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
13,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1
13,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
13,4765,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1
13,5608,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
13,4773,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1
13,5263,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
13,4836,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1
13,4296,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
13,5447,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
13,4589,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1
13,5263,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
13,5271,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
14,5263,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
14,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1
14,4406,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0
14,5608,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
14,5698,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1
14,5608,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
14,4107,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1
14,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1
14,4765,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1
14,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1
14,5698,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1
14,4593,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
14,5608,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
14,4765,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1
14,5263,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
14,5263,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
15,5572,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1
15,5087,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1
15,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0
15,5263,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
15,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1
15,3825,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
15,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
15,4641,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
15,5608,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
15,5608,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
15,5383,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
15,4406,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0
15,5698,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1
15,5608,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
15,4406,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0
15,5608,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
16,4946,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1
16,4406,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0
16,5385,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1
16,4862,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
16,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
16,5263,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
16,5608,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
16,5087,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1
16,5608,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
16,5038,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
16,5522,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
16,5608,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
16,5698,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1
16,5263,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
16,5608,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
16,5608,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
17,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1
17,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1
17,5227,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1
17,4721,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1
17,5522,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
17,4460,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
17,5263,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
17,5350,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1
17,4862,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
17,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1
17,4110,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
17,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1
17,5698,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1
17,5608,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
17,4946,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1
17,4862,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
18,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1
18,5005,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1
18,5698,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1
18,5698,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1
18,5597,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1
18,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
18,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1
18,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1
18,3463,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1
