generation,ev,No.1,No.2,No.3,No.4,No.5,No.6,No.7,No.8,No.9,No.10,No.11,No.12,No.13,No.14,No.15,No.16,No.17,No.18,No.19,No.20
6,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
6,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1
6,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1
6,2641,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
6,4181,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1
6,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
6,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1
6,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1
6,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
6,3650,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
6,4873,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1
6,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
7,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1
7,4181,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1
7,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0
7,3941,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1
7,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0
7,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
7,2881,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
7,3820,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0
7,2326,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0
7,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
7,4156,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1
7,4085,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
7,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
7,4181,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1
7,2641,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
7,3650,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
8,4085,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
8,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
8,4215,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1
8,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
8,3650,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
8,3138,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
8,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
8,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0
8,2683,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
8,3260,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0
8,3650,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
8,3506,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
8,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
8,4085,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
8,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
8,2641,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
9,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
9,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
9,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1
9,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
9,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
9,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1
9,3548,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
9,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1
9,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
9,4477,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0
9,3983,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
9,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
9,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
9,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
9,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
9,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
10,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
10,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1
10,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
10,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
10,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1
10,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
10,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
10,4206,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1
10,4505,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1
10,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1
10,3274,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1
10,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1
10,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
10,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
10,3548,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
10,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
11,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
11,4515,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1
11,3548,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
11,4641,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1
11,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
11,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1
11,4515,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1
11,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
11,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
11,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1
11,3983,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
11,4517,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1
11,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
11,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
11,3548,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
11,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
12,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
12,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1
12,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
12,3983,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
12,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1
12,4028,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
12,4731,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1
12,3548,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
12,4517,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1
12,3113,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1
12,3601,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
12,3983,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
12,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
12,4517,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1
12,3983,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
12,3548,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
13,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1
13,3985,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1
13,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1
13,4425,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1
13,3609,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
13,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0
13,4517,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1
13,4331,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
13,5426,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1
13,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1
13,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0
13,3646,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
13,4950,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
13,4517,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1
13,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
13,4028,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
14,4386,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1
14,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
14,4517,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1
14,5424,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1
14,4983,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1
14,4217,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1
14,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
14,4331,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
14,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
14,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
14,4766,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
14,3503,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1
14,5426,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1
14,4331,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
14,4515,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
14,4028,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
15,4322,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1
15,4457,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1
15,4468,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1
15,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1
15,4333,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1
15,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1
15,4028,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
15,4766,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
15,3293,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1
15,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1
15,4331,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
15,4766,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
15,5426,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1
15,4028,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
15,4766,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
15,4331,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
16,3274,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1
16,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1
16,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1
16,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1
16,4333,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1
16,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1
16,4768,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1
16,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1
16,4235,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1
16,5126,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1
16,4028,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
16,4468,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1
16,5426,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1
16,5426,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1
16,4028,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
16,4468,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1
17,5126,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1
17,5426,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1
17,4952,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1
17,4852,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
17,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1
17,5387,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
17,4821,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1
17,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1
17,4944,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1
17,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1
17,5232,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1
17,4333,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1
17,5426,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1
17,5426,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1
17,4468,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1
17,4235,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1
18,4194,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
18,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1
18,3977,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1
18,5426,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1
18,3801,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1
18,5126,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1
18,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1
18,4141,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1
18,4317,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1
