generation,maxEv,aveEv,aveEvNotOne
582,5818,3926.44,4487.21
583,5818,2817.94,5008.89
584,5818,4178.62,5142.69
585,5818,3935.81,4843.85
586,5818,3120.69,4992.5
587,5818,3930.38,4837.15
588,5818,2625.31,4666.44
589,5818,3688.25,5364.27
590,5818,4038.69,4615.5
591,5818,4280,4891.29
592,5818,3957.38,5276.17
593,5818,3187.12,5098.8
594,5818,4812.06,5132.8
595,5818,3657.25,4876
596,5818,4008.12,4932.85
597,5818,3389.69,5422.9
598,5818,3596.12,5230.27
599,5818,4084.56,5445.75
600,5818,3586.62,5216.45
601,5818,3256.94,5210.5
602,5818,4170.81,5133.08
603,5818,4476.44,5509.23
604,5818,4893.62,5219.8
605,5818,3494.25,5590.2
606,5818,4386.19,5012.64
607,5818,3805.69,5073.92
608,5818,3184.25,5094.2
609,5818,4241.94,5220.62
610,5818,3880.12,5173.17
611,5818,3513.44,4684.25
612,5818,4468.31,5499.23
613,5818,4338.12,5339
614,5818,3836.25,5114.67
615,5818,3717.5,5406.82
616,5818,3548,5160.27
617,5818,3406.44,4954.36
618,5818,4034.06,4964.77
619,5818,3034.25,4854.2
620,5818,3581.38,4774.83
621,5818,3783.62,4656.54
622,5818,3161.19,4597.64
623,5818,4192.5,4791.29
624,5818,4382.31,4674.4
625,5818,2923.94,4677.7
626,5818,3826.56,5565.45
627,5818,4742,5419.29
628,5818,4190.75,5587.33
629,5818,3843,5123.67
630,5818,3819.81,5555.64
631,5818,3770,5483.18
632,5818,2652.62,5304.25
633,5818,3596.62,5231
634,5818,3634.62,5286.27
635,5818,3618.62,5263
636,5818,4244.62,5223.92
637,5818,3320.12,5311.6
638,5818,3474.38,5053.18
639,5818,4343.88,5346.08
640,5818,3922.62,5229.83
641,5818,4131.62,4721.71
642,5818,2933.94,5215.11
643,5818,3167.56,5067.5
644,5818,4354.69,4976.64
645,5818,3351.19,4467.92
646,5818,4070.12,4651.43
647,5818,4534.88,4837.13
648,5818,3305.12,5287.6
649,5818,4196.44,5164.62
650,5818,4229,4833
651,5818,4366.19,5373.54
652,5818,3515.81,4687.42
653,5818,3790.06,4664.46
654,5818,2930.19,4687.7
655,5818,4842.69,5165.47
656,5818,3552.56,5166.91
657,5818,4334.62,5334.69
658,5818,3159.5,5616.11
659,5818,4042.69,5389.92
660,5818,3574.25,5198.45
