generation,maxEv,aveEv,aveEvNotOne
0,3898,408.179,2851.25
1,3899,2516,3354.33
2,4257,2772.69,3696.58
3,4257,2882.06,3842.42
4,4692,3385.44,3868.93
5,5298,3473.5,4274.85
6,5298,3874.69,4428.07
7,5298,4057.69,4637.21
8,5298,3510.81,4680.75
9,5298,4077.06,4659.36
10,5298,3447.75,4596.67
11,5298,4167.19,4444.93
12,5298,4477.38,4477.38
13,5298,4928,4928
14,5298,3755.88,4622.38
15,5298,3100.38,4960
16,5298,3207.12,5130.8
17,5447,4825.5,4825.5
18,5447,3816.38,4696.85
19,5447,3490.75,4654
20,5447,3376.31,4910.55
21,5447,4230.06,4834.21
22,5447,4709.38,5023.27
23,5447,3533.44,5139.09
24,5447,3088,4940.2
25,5447,3172.62,4614.27
26,5447,3316.75,4823.91
27,5447,4160.44,4754.64
28,5447,4183.88,5149.15
29,5706,3903.5,5204.33
30,5706,3253,5204.2
31,5980,4131.62,5084.85
32,5980,3348.56,5357.1
33,5980,4294.38,5285.15
34,5980,3557.5,4743
35,5980,4581.31,5235.64
36,5980,4506.69,5546.46
37,5980,3993.81,5324.75
38,5980,3858.31,4748.46
39,5980,4092.06,4676.5
40,5980,3624.25,5271.18
41,5980,3867.69,5156.58
42,5980,3520.06,5119.64
43,5980,3880.94,5174.25
44,5980,3710.69,5936.5
45,5980,3926.25,5710.45
46,5980,4185.12,5579.83
47,5980,4056.81,5408.75
48,5980,3508.25,5612.6
49,5980,4195.25,5163.15
50,5980,3909.88,5212.83
51,5980,4031,5374.33
52,5980,4394.88,5022.57
53,5980,4882.75,5208.2
54,5980,3148,5595.67
55,5980,4062.81,5416.75
56,5980,3880.56,5644
57,5980,4516.88,5559
58,5980,3956,5753.73
59,5980,4145.38,5526.83
60,5980,4652.19,5725.54
61,5980,4889.69,5588.07
62,5980,3770.31,5483.64
63,5980,4294.38,5285.15
64,5980,2688.94,5376.88
65,5980,3711.94,5398.73
66,5980,4879.19,5576.07
67,5980,4585.31,5240.21
68,5980,3779.69,5039.25
69,5980,3091.88,5495.89
70,5980,3819.19,5554.73
71,5980,4880.5,5577.57
72,5980,3531,5135.55
73,5980,3649.44,4865.58
74,5980,3959.81,4873.38
75,5980,3932.06,4839.23
76,5980,3556.44,5689.7
77,5980,4935.94,5640.93
78,5980,4282.88,5710.17
79,5980,2917.31,5833.62
80,5980,5275.06,5626.67
81,5980,4470.81,5502.31
82,5980,4535.44,5581.85
83,5980,3753.38,5459
84,5980,3906.75,5208.67
85,5980,4074.88,5432.83
86,5980,4133.06,5510.42
87,5980,4302.12,5294.69
88,5980,3944.69,5259.25
89,5980,4512.81,5157.36
90,5980,4547.12,5196.57
91,5980,4626.75,5287.57
92,5980,2916.94,5184.89
93,5980,4460.19,5097.21
94,5980,3600.94,5237.27
95,5980,4226.94,5202.15
96,5980,5029.06,5747.36
97,5980,3869.19,5627.45
98,5980,3252.5,5781.44
99,5980,3525,5639.4
100,5980,3398.06,5436.3
101,5980,3678.19,5349.64
102,5980,4074.75,5432.67
103,5980,4609.38,5672.85
104,5980,3179.69,5652
105,5980,4144.38,5525.5
106,5980,3522.69,5635.7
107,5980,4331.38,5330.69
108,5980,4961.06,5291.73
109,5980,4608.06,5266.21
110,5980,3419.19,4972.91
111,5980,3500.94,4667.58
112,5980,3771.94,4642.15
113,5980,4287.94,4900.36
114,5980,3880.38,4775.62
115,5980,3117.38,4156.17
116,5980,3345,4865
117,5980,3325.69,4836.91
118,5980,4089.25,4673.29
119,5980,5024.81,5359.73
120,5980,4108.5,5056.38
121,5980,3816.62,5088.5
122,5980,3575.75,5200.64
123,5980,3190.62,4640.45
124,5980,4735.31,5411.64
125,5980,4222.06,5196.15
126,5980,3042.44,4867.3
127,5980,4334.38,4953.43
128,5980,3961.38,5281.5
129,5980,4469.12,5500.23
130,5980,3602.88,5764
131,5980,3453.31,5524.7
132,5980,4098.81,5464.75
133,5980,3854.62,5139.17
134,5980,3868.88,5158.17
135,5980,3971.69,5295.25
136,5980,3944.75,5259.33
137,5980,4121.38,5494.83
138,5980,4703.94,5375.79
139,5980,4949.75,5279.67
140,5980,3283.94,4776.18
141,5980,4116.94,5488.92
142,5980,3934.62,5245.83
143,5980,3972.38,5296.17
144,5980,4812,5132.73
145,5980,3370.56,5392.3
146,5980,4763.81,5444.21
147,5980,3996,5327.67
148,5980,4184.69,5150.15
149,5980,3561.12,5179.36
150,5980,3079.94,4927.3
151,5980,3147.25,5594.33
152,5980,4586.5,5644.69
153,5980,4899.25,5599
154,5980,4457.12,5942.5
155,5980,4502.31,5541.08
156,5980,5094.62,5434.2
157,5980,4009,5830.82
158,5980,3564.19,5702.1
159,5980,3230.19,5741.78
160,5980,4891.25,5589.86
161,5980,4502.31,5541.08
162,5980,3590.94,5222.73
163,5980,5033.56,5752.5
164,5980,3691.88,5906.4
165,5980,4328.19,5770.58
166,5980,5368.19,5726
167,5980,4591.44,5650.77
168,5980,4591.94,5651.38
169,5980,4177.5,5569.67
170,5980,3275.25,5239.8
171,5980,2752.5,4892.56
172,5980,2930.62,5209.22
173,5980,5430.06,5430.06
174,5980,4298.56,5290.31
175,5980,5103.31,5832.21
176,5980,4157.81,5543.42
177,5980,4608.88,5672.23
178,5980,4390.88,5403.92
179,5980,3059.94,5439.11
180,5980,5340.44,5340.44
181,5980,3734.69,5431.82
182,5980,3247.25,5772.11
183,5980,2935.5,5870
184,5980,4227.25,5636
185,5980,3940.06,5730.55
186,5980,5371.75,5729.8
187,5980,3295.44,5857.78
188,5980,4267.38,5689.5
189,5980,4386.81,5398.92
190,5980,3974.56,5299.08
