generation,maxEv,aveEv,aveEvNotOne
228,5980,5124.5,5124.5
229,5980,3647.06,5304.36
230,5980,4552.19,5202.36
231,5980,4331.62,5331
232,5980,4707.81,5380.21
233,5980,2883.19,5765.38
234,5980,4011.19,5834
235,5980,4286.44,5714.92
236,5980,5369.19,5369.19
237,5980,4902.62,5602.86
238,5980,3895.44,5665.64
239,5980,4213.12,5617.17
240,5980,4828.06,5517.64
241,5980,4359.88,5365.77
242,5980,5069.62,5793.71
243,5980,4745.88,5423.71
244,5980,3948.75,5264.67
245,5980,3726.12,5419.36
246,5980,3669.62,5337.18
247,5980,4600.88,5662.38
248,5980,4773.31,5455.07
249,5980,4624.44,5691.38
250,5980,4549.06,5598.62
251,5980,3708.06,5393.09
252,5980,4453.69,5089.79
253,5980,4078.75,5438
254,5980,3330,5327.4
255,5980,3853.88,5138.17
256,5980,3661.25,5325
257,5980,3048.38,4876.8
258,5980,3498.81,5088.73
259,5980,4159.88,4754
260,5980,4541.38,5190
261,5980,3867.62,5156.5
262,5980,4416.12,5435
263,5980,3794.25,5518.45
264,5980,4033.56,5377.75
265,5980,3847,5129
266,5980,4319.88,5316.54
267,5980,3541.06,5150.18
268,5980,4001.88,5335.5
269,5980,3815.25,5086.67
270,5980,3931.25,5241.33
271,5980,3992.56,5323.08
272,5980,3518.56,5117.45
273,5980,3865.81,5154.08
274,5980,4551,5201
275,5980,4063.94,5418.25
276,5980,4114.69,5485.92
277,5980,3652.81,5312.73
278,5980,4479.81,5513.38
279,5980,2593.12,5185.25
280,5980,4528.38,5175.14
281,5980,4056.38,4992.23
282,5980,4443.38,5924.17
283,5980,4719.19,5808
284,5980,4628.44,5696.31
285,5980,3918.12,5698.64
286,5980,3744.69,5446.36
287,5980,4047.5,5396.33
288,5980,4630.38,5291.71
289,5980,4087.94,5450.25
290,5980,5015.94,5732.36
291,5980,3930,5715.91
292,5980,3766.44,5478
293,5980,3578.06,5204
294,5980,3957.31,5276.08
295,5980,4169,5558.33
296,5980,4323,5763.67
297,5980,3153.88,5606.11
298,5980,4148.88,5531.5
299,5980,4652.94,5726.46
300,5980,4858.94,5980
301,5980,4283.38,5710.83
302,5980,4535.38,5581.77
303,5980,4006.81,5827.64
304,5980,4193.5,5591
305,5980,4175.5,5567
306,5980,4605.69,5263.5
307,5980,4119,4707.29
308,5980,3503.06,5094.91
309,5980,4160.81,5120.77
310,5980,3567.81,5189.09
311,5980,3359.62,5374.8
312,5980,4808.62,5129.13
313,5980,5313.44,5313.44
314,5980,4586.81,4892.53
315,5980,4441.88,5076.29
316,5980,4439.69,5073.79
317,5980,4308.38,5302.38
318,5980,4716.62,5031
319,5980,3501.06,5092
320,5980,3592.38,5224.82
321,5980,4545.25,5194.43
322,5980,3730.38,5425.55
323,5980,4016.06,5354.42
324,5980,3866.44,5154.92
325,5980,4023.75,5364.67
326,5980,5131.25,5473.27
327,5980,4307.19,5742.58
328,5980,4212.31,5616.08
329,5980,3941.31,5732.36
330,5980,4482.44,5516.62
331,5980,4250.44,5231.08
332,5980,3684.94,5359.45
333,5980,3864.56,5152.42
334,5980,5000.88,5334.2
335,5980,4586.38,5241.43
336,5980,3796.62,5061.83
337,5980,4564.31,5216.21
338,5980,3340.88,5344.8
339,5980,4140.81,5096.15
340,5980,3934.38,5245.5
341,5980,3154.31,5046.3
342,5980,3982.38,4901.15
343,5980,3360.25,5375.8
344,5980,2453.5,5606.71
345,5980,4020.25,5847.18
346,5980,2769.38,5537.75
347,5980,3929.56,5239.08
348,5980,4715.88,5389.43
349,5980,3962.38,5282.83
350,5980,3914.88,5219.5
351,5980,3923.56,5706.55
352,5980,4245.62,5660.5
353,5980,3910,5686.82
354,5980,4625,5692.08
355,5980,3213.44,5712
356,5980,3577.12,5202.64
357,5980,5160.94,5504.93
358,5980,3631.5,5281.73
359,5980,5392.12,5392.12
360,5980,4161.44,5548.25
361,5980,4531.75,5577.31
362,5980,4543.94,5192.93
363,5980,3559.5,5177
364,5980,2767.19,5533.38
365,5980,4777,5879.15
366,5980,4975.62,5686.29
367,5980,3920.62,5702.27
368,5980,4643.06,5714.31
369,5980,3887.38,5653.91
370,5980,4198.19,5597.25
371,5980,4470.25,5501.62
372,5980,4155.81,5540.75
373,5980,3854,5605.36
374,5980,4335.75,5780.67
375,5980,3891,5659.18
376,5980,4938.25,5643.57
377,5980,4216.88,5622.17
378,5980,3162.56,5621.56
379,5980,4511.81,5156.21
380,5980,4564.06,4868.27
381,5980,4317.62,5313.77
382,5980,3873.5,5633.73
383,5980,3529.38,5646.4
384,5980,3996.88,5813.18
385,5980,3869.88,5628.45
386,5980,4530.88,5576.23
387,5980,4327.06,5769.08
388,5980,4893.38,5592.29
389,5980,4268.06,5690.42
390,5980,4259.69,5679.25
391,5980,4357,5809
392,5980,3644.19,5830.1
393,5980,3920.06,5701.45
394,5980,3201.44,5690.67
395,5980,4134.94,5512.92
396,5980,3364.19,5980
397,5980,4758.81,5856.77
398,5980,3819.75,5555.55
399,5980,4844.12,5536
400,5980,4497.12,5139.43
401,5980,4762.06,5442.21
402,5980,3766.75,5478.45
403,5980,4544.69,5593.23
404,5980,3793.5,5517.36
405,5980,3785.75,5506.09
406,5980,3862.44,5617.64
407,5980,4812.25,5499.57
408,5980,4369.75,5826
409,5980,4955.75,5663.57
410,5980,5604.25,5604.25
411,5980,4131.56,5508.42
412,5980,4622.12,5688.54
413,5980,4307.19,5742.58
414,5980,3803,5531.18
415,5980,3432,5490.6
416,5980,4902.56,5602.79
417,5980,4967.5,5677
418,5980,3861.56,5616.36
419,5980,3734.75,5431.91
420,5980,4096,5461
421,5980,3703.19,5386
422,5980,3453.69,5023.09
423,5980,4342.56,4962.79
424,5980,2557.31,5113.62
425,5980,3102.75,5515.22
426,5980,3831.25,5572.27
427,5980,3874.69,5165.92
428,5980,4446.06,5471.85
429,5980,4415.62,5434.38
430,5980,2445.5,5588.43
431,5980,3864.62,5620.82
432,5980,4290.12,5719.83
433,5980,3877.5,5639.55
434,5980,5136.5,5478.87
435,5980,5162.88,5162.88
436,5980,4138.69,5093.54
437,5980,3460.5,5033
438,5980,3916.69,5221.92
439,5980,3292.12,5266.8
440,5980,4315.12,4931.43
441,5980,3568.44,4757.58
442,5980,4159.44,5119.08
443,5980,3475.69,5055.09
444,5980,3584.81,5735.1
445,5980,3374.25,5398.2
446,5980,4474.06,5506.31
447,5980,3739.56,4985.75
448,5980,4045.81,4979.23
449,5980,3536.38,5143.36
450,5980,3720.38,5411
451,5980,3600.94,5237.27
452,5980,3973.06,5297.08
453,5980,3728.38,5422.64
454,5980,4973.31,5683.64
455,5980,4131.75,5508.67
456,5980,4596.56,5657.08
457,5980,3587.06,5738.7
458,5980,4523.06,5566.62
459,5980,2652.5,5304
460,5980,3328.19,5324.5
461,5980,4793,5112.47
462,5980,3539.31,5147.64
463,5980,3670.69,4893.92
464,5980,2824.25,5647.5
465,5980,4112.06,5482.42
466,5980,3984.25,5312
467,5980,4281.81,5708.75
468,5980,4228.38,5637.5
469,5980,4748.56,5426.79
470,5980,4083.12,5443.83
471,5980,3147.5,5594.78
472,5980,4111.44,5481.58
473,5980,3491.25,5585.4
474,5980,4541.31,5589.08
475,5980,4120.38,5493.5
476,5980,4006.88,5342.17
477,5980,2905.44,5809.88
478,5980,3134.25,5571.22
479,5980,4289.94,5719.58
480,5980,4339.56,5340.77
481,5980,3954.94,5752.18
482,5980,4769.5,5869.92
483,5980,4180.38,5573.5
484,5980,4726.31,5401.36
485,5980,3234.88,5175.2
486,5980,3355.44,5368.1
487,5980,4306.62,5300.23
488,5980,4357.88,5363.31
489,5980,3847.75,5130
490,5980,4495.38,5532.54
491,5980,4834.88,5525.43
492,5980,3882.94,5176.92
493,5980,3561.75,5180.27
494,5980,4440.06,5464.46
495,5980,3509.38,5614.4
496,5980,4700,5784.38
497,5980,3906.88,5682.27
498,5980,3425.44,5480.1
499,5980,3717.94,5407.45
500,5980,3435.75,5496.6
501,5980,4326.38,5768.17
502,5980,4994.69,5708.07
503,5980,4153.25,5537.33
504,5980,3773.75,5031.33
505,5980,3865.31,4757.08
506,5980,3166.56,5065.9
507,5980,5115,5455.93
508,5980,3207,5130.6
509,5980,4074.19,5431.92
510,5980,4468.56,5499.54
511,5980,3914.25,5693
512,5980,3511.81,5618.3
513,5980,4060.19,5905.27
514,5980,4630.31,5698.62
515,5980,5092.5,5819.86
516,5980,4872.38,5568.29
517,5980,4020.5,5360.33
518,5980,3222.31,5727.78
519,5980,4572.31,5627.23
520,5980,4828.25,5517.86
521,5980,4396.69,5411.08
522,5980,4706.88,5379.14
523,5980,4758.38,5438
524,5980,5027.5,5362.6
525,5980,3357.75,5371.8
526,5980,3970,5293
527,5980,5142.19,5484.93
528,5980,3703.56,5386.55
529,5980,3313.94,5301.7
530,5980,4500,5142.71
531,5980,4411.5,5041.57
532,5980,3482.19,5064.55
533,5980,4427.44,4722.53
534,5980,3806.38,4684.54
535,5980,4198.88,4798.57
536,5980,3220.19,5151.7
537,5980,4744.94,5422.64
538,5980,3384.25,4512
539,5980,3359.5,4479
540,5980,4170.94,4766.64
541,5980,3802.94,4346.07
542,5980,3368.31,4898.91
543,5980,2643.88,5286.75
544,5980,2579.44,5157.88
545,5980,4755.81,5435.07
546,5980,4559.06,5610.92
547,5980,3602.69,5239.82
548,5980,4554.56,5605.38
549,5980,4341.75,5788.67
550,5980,4706.88,5792.85
551,5980,3699.19,5918.1
552,5980,4825.56,5514.79
553,5980,3816.94,5088.92
554,5980,3831.44,5108.25
555,5980,4189.12,5155.62
556,5980,4163,5550.33
557,5980,4172.12,5562.5
558,5980,4335.12,5335.31
559,5980,4271,5256.38
560,5980,2973,5284.56
561,5980,3247.5,5772.56
562,5980,3994.88,5810.27
563,5980,4919.19,5621.79
564,5980,3910.44,5213.58
565,5980,3958.06,5277.08
566,5980,4252.31,5233.38
567,5980,4477.5,5117
568,5980,4497.75,5140.14
569,5980,4243.75,5658
570,5980,3266.44,5225.7
571,5980,3863.94,5151.58
572,5980,4601.44,4908.13
573,5980,3932.88,4840.23
574,5980,3208.5,4666.45
575,5980,3931.31,5241.42
576,5980,3678.88,5885.6
577,5980,4250.5,5667
578,5980,4881.31,5578.5
579,5980,3980.62,5789.55
580,5980,4764.25,5863.46
581,5980,4451.06,5478
582,5980,3889.06,5185.08
583,5980,3738.06,4983.75
584,5980,3191.69,4642
585,5980,4902.25,4902.25
586,5980,3399.81,4532.75
587,5980,3576.44,4768.25
588,5980,4037.69,4614.36
589,5980,3963,4877.31
590,5980,3750.38,4615.62
591,5980,3738.31,4272.21
592,5980,3012.69,4381.64
593,5980,3687.56,4916.42
594,5980,3526.88,4702.17
595,5980,4499,4798.87
596,5980,4457.94,5094.64
597,5980,3248.81,5197.5
598,5980,4280.38,5267.92
599,5980,2868.88,5736.75
600,5980,5355.62,5712.6
601,5980,3730.38,5425.55
602,5980,4868,5192.47
603,5980,4887.69,5585.79
604,5980,4911.56,5613.07
605,5980,4069.69,5919.09
606,5980,5025.69,5743.5
607,5980,3949.31,5744
608,5980,5022.31,5739.64
609,5980,4193.94,5591.58
610,5980,4635.5,4944.47
611,5980,3803.75,5071.33
612,5980,3869.88,5159.5
613,5980,4250.12,5230.69
614,5980,4160,5546.33
615,5980,3836.25,5579.55
616,5980,3751.56,5456.36
617,5980,4975.88,5686.57
618,5980,4570.06,5624.46
619,5980,4262.38,5245.77
620,5980,3840.75,5120.67
621,5980,5042.38,5378.47
622,5980,3853.38,5137.5
623,5980,4542.94,5191.79
624,5980,3898.5,5670.09
625,5980,4604.62,5667
626,5980,3977.75,5303.33
627,5980,2693.56,4787.78
628,5980,2877.88,4604
629,5980,4503.12,5146.29
630,5980,4234.94,5212
631,5980,4654.44,5319.21
632,5980,4181.81,5146.62
633,5980,3831.88,5108.83
634,5980,4658,5323.29
635,5980,3707.31,5392
636,5980,3451.81,5522.3
637,5980,4482.56,5516.77
638,5980,4089.25,5452
639,5980,4571.31,5224.21
640,5980,4658.25,4968.73
641,5980,3088.88,4941.6
642,5980,3915.69,5695.09
643,5980,5338,5693.8
644,5980,4065.5,5420.33
645,5980,4075.19,5433.25
646,5980,3876.25,5637.73
647,5980,4797.94,5483.21
648,5980,3444,5509.8
649,5980,5058.94,5781.5
650,5980,3898.19,5669.64
651,5980,4451.75,5478.85
652,5980,4313.69,5751.25
653,5980,3491.12,5585.2
654,5980,2794.56,4967.33
655,5980,4328.56,4946.79
656,5980,3893.19,5190.58
657,5980,3938.44,5728.18
658,5980,4973,5683.29
659,5980,4617.69,5277.21
660,5980,4430.62,5452.85
661,5980,3838.19,5582.36
662,5980,4243.94,5223.08
663,5980,3383.81,5413.5
664,5980,4353.19,5803.92
665,5980,3143.19,5587.11
666,5980,3884.38,5649.55
667,5980,4180.38,5573.5
668,5980,4260.06,5679.75
669,5980,4205.81,5607.42
670,5980,2898.38,5151.89
671,5980,3148.88,5037.6
672,5980,3916.31,5221.42
673,5980,3546.06,5673.1
674,5980,3630.5,5280.27
675,5980,3562.25,5699
676,5980,4537.5,5584.38
677,5980,4255.12,5673.17
678,5980,4981.88,5313.93
679,5980,4840.44,5163.07
680,5980,3238.25,5180.6
681,5980,3527.81,5130.91
682,5980,3913.06,5217.08
683,5980,3481.75,5570.2
684,5980,4190.38,5586.83
685,5980,4731.25,5407
686,5980,4618,5277.57
687,5980,3807.06,5537.09
688,5980,3802.19,5530
689,5980,3871.62,5631
690,5980,4597.5,5658.23
691,5980,4765.69,5446.36
692,5980,4950,5279.93
693,5980,4679.81,5348.21
694,5980,4698.75,5369.86
695,5980,3996.38,4918.38
696,5980,3489.25,5074.82
697,5980,4501.88,5144.86
698,5980,3239.5,5182.6
699,5980,3418.81,4972.36
700,5980,4505.44,4805.73
701,5980,3765.12,4302.86
702,5980,3108.94,3826.15
703,5980,4327.19,4327.19
704,5980,3628.69,5277.64
705,5980,5105.31,5834.5
706,5980,3655.5,5848.2
707,5980,4584.31,5642
708,5980,4223.69,5631.25
709,5980,3768.81,5481.45
710,5980,4338.62,5339.62
711,5980,4821.31,5509.93
712,5980,3992.56,5323.08
713,5980,3889.94,5186.25
714,5980,4910.94,5612.36
715,5980,4230.88,5640.83
716,5980,3493.12,5080.45
717,5980,3911.94,4814.46
718,5980,4125.38,5077.15
719,5980,2981.56,4769.9
720,5980,4546.31,4849.33
721,5980,4487.69,5128.64
722,5980,4602.69,5260.07
723,5980,4603.88,4910.73
724,5980,3365,4894.09
725,5980,3903.25,5204
726,5980,3895.06,5193.08
727,5980,3962.69,5283.25
728,5980,4550.31,5600.15
729,5980,4534.06,5580.15
730,5980,4360.38,5813.5
731,5980,4282.31,5709.42
732,5980,3364.19,5980
733,5980,3222.38,5727.89
734,5980,4493.88,5530.69
735,5980,3852.75,5603.55
736,5980,3898.56,5670.18
737,5980,4360.56,5813.75
738,5980,4321.88,5762.17
739,5980,3182.19,5656.44
740,5980,4689.75,5771.77
741,5980,4110.62,5480.5
742,5980,3933.38,5720.82
743,5980,3190.19,5670.67
744,5980,3774.5,5489.73
745,5980,3684.5,5358.82
746,5980,4139.88,5095
747,5980,4518.81,4820
748,5980,4427.56,5059.93
749,5980,4003.62,5337.83
750,5980,4303.44,5296.31
751,5980,4527.31,5173.93
752,5980,3411.81,4962.18
753,5980,4299.25,5291.15
754,5980,4492.44,5134.07
755,5980,4022.94,5363.58
756,5980,4756.69,5073.73
757,5980,3572.88,4763.5
758,5980,4454.06,5090.21
759,5980,4894.94,5594.07
760,5980,4776.94,5459.21
761,5980,3346.94,5354.5
762,5980,3637.56,5290.55
763,5980,4711,5025
764,5980,4164.44,5125.23
765,5980,4279.94,5267.38
766,5980,4395.62,5023.43
767,5980,4895.94,5222.27
768,5980,4808,5128.47
769,5980,3886.56,5181.75
770,5980,3485.38,5069.18
771,5980,3614.31,5256.73
772,5980,4241.69,5220.31
773,5980,3707.19,4942.58
774,5980,4269.5,5692.33
775,5980,4700.62,5785.15
776,5980,5193.88,5935.71
777,5980,4367.81,5823.42
778,5980,4096.06,5461.08
779,5980,4023.44,5364.25
780,5980,5022.69,5357.47
781,5980,4057.69,4993.85
782,5980,3271.75,5234.2
783,5980,3831.38,4715.31
784,5980,4035.31,4966.31
785,5980,3821.19,5094.58
786,5980,4350.81,4972.21
787,5980,4516.56,5161.64
788,5980,3919.25,4823.46
789,5980,3686.19,4914.58
790,5980,3096,5503.22
791,5980,4193.38,5590.83
792,5980,4477.62,5510.69
793,5980,3840.38,5585.55
794,5980,4084.38,5940.45
795,5980,3993.94,5808.91
796,5980,4184.69,5579.25
797,5980,4098.44,5044
798,5980,4635.31,5297.36
799,5980,4330.06,5329.08
800,5980,4395.94,5410.15
801,5980,3897.19,5195.92
802,5980,4609.31,5267.64
803,5980,3774,5031.67
804,5980,3394.62,4937.18
805,5980,2694.12,4788.78
806,5980,4295.38,4908.86
807,5980,3642.44,4856.25
808,5980,3850.19,5133.25
809,5980,3493.19,4657.25
810,5980,3860.5,4751.15
811,5980,3970.19,4886.15
812,5980,4408.44,4702.27
813,5980,3911.38,4813.77
814,5980,3780.06,5497.82
815,5980,4224.75,5199.46
816,5980,3592.5,5225
817,5980,3939.5,5252.33
818,5980,5100.44,5440.4
819,5980,3740.75,5440.64
820,5980,4936.12,5641.14
821,5980,4257.62,5676.5
822,5980,4888.44,5586.64
823,5980,3508.56,5102.91
824,5980,3663.5,4884.33
825,5980,4592.31,5248.21
826,5980,3914.81,5219.42
827,5980,3340.56,5344.3
828,5980,3760.62,5469.55
829,5980,4032.44,5376.25
830,5980,4354.19,5358.77
831,5980,4768.06,5868.15
832,5980,4300.88,5734.17
833,5980,3945.56,5738.55
834,5980,3799.94,5526.73
835,5980,4492.88,5529.46
836,5980,3379.25,5406.2
837,5980,4476.31,5115.64
838,5980,3257.56,4737.82
839,5980,4347.69,4968.64
840,5980,5099.38,5439.27
841,5980,4724.62,5399.43
842,5980,3638.38,5820.8
843,5980,3543.62,5669.2
844,5980,4726.19,5401.21
845,5980,4238.5,5651
846,5980,4405.19,5421.54
847,5980,3995,5326.33
848,5980,3591.12,5223
849,5980,4973.5,5305
850,5980,4978.12,5309.93
851,5980,3976.38,5301.5
852,5980,3884.94,5179.58
853,5980,4398.75,5413.62
854,5980,4443.44,5468.62
855,5980,4851.5,5544.43
856,5980,4688.19,5769.85
857,5980,3596.62,5754
858,5980,3579.56,5206.18
859,5980,4134.25,5512
860,5980,3635.25,4846.67
861,5980,3057.25,4891
862,5980,5003.19,5003.19
863,5980,3471.12,5553.2
864,5980,4084.56,5445.75
865,5980,4407.69,5424.62
866,5980,4114.44,5485.58
867,5980,3958.81,5757.82
868,5980,2920.19,5190.67
869,5980,4224.25,4827.57
870,5980,3595.12,4793.17
871,5980,2979.62,4766.8
872,5980,3557.94,4743.58
873,5980,4918.25,5620.71
874,5980,3916.19,5695.82
875,5980,3915.62,5695
876,5980,3628.38,5277.18
877,5980,3371.62,5394
878,5980,4309.06,5303.23
879,5980,3167,5066.6
880,5980,4336,5336.38
881,5980,4459.75,5488.69
882,5980,4693.31,5363.64
883,5980,4419.81,5439.54
884,5980,4181.12,5574.5
885,5980,3505.19,5607.7
886,5980,5096.25,5824.14
887,5980,4020.12,5359.83
888,5980,4979.94,5691.21
889,5980,3947.56,5741.45
890,5980,4169.56,5559.08
891,5980,4815.75,5503.57
892,5980,4652.81,5726.31
893,5980,4638.38,5300.86
894,5980,4036.5,5381.67
895,5980,4686.06,5355.36
896,5980,4183.12,5148.23
897,5980,3924.5,5232.33
898,5980,3516.38,5625.6
899,5980,4340.12,5786.5
900,5980,4290.5,5720.33
901,5980,3409.44,5454.5
902,5980,4068.44,5007.08
903,5980,4197.12,4796.57
904,5980,4256,5237.92
905,5980,4643.94,5307.21
906,5980,4059.44,5412.25
907,5980,4311.38,5306.08
908,5980,4069.19,5425.25
909,5980,4218.69,5624.58
910,5980,4276.06,5701.08
911,5980,3264.06,5802
912,5980,3544.12,5670
913,5980,4801.06,5908.77
914,5980,3994.44,5809.64
915,5980,4689.88,5771.92
916,5980,5383.44,5383.44
917,5980,4429.38,5451.31
918,5980,4043.06,5390.42
919,5980,3531.56,5649.9
920,5980,4280.56,5707.08
921,5980,3897.75,5669
922,5980,4703.56,5788.77
923,5980,4993.81,5707.07
924,5980,4600.12,5661.46
925,5980,3661.25,5325
926,5980,4039.94,5386.25
927,5980,4404.94,5421.23
928,5980,4060.81,4997.69
929,5980,4503.38,5542.38
930,5980,4172.12,5134.69
931,5980,3512.81,5619.9
932,5980,3587.31,5739.1
933,5980,4415.25,5886.67
934,5980,5118.62,5849.71
935,5980,4613.06,5271.93
936,5980,3870.88,5629.91
937,5980,4573.75,5629
938,5980,4167.56,5556.42
939,5980,4042.88,5390.17
940,5980,4526.94,5571.38
941,5980,4492.44,5528.92
942,5980,4443.75,5469
943,5980,3893.44,5662.73
944,5980,4256.31,5238.31
945,5980,2242.06,5123.43
946,5980,4165.12,5126.08
947,5980,4113.06,5062
948,5980,3563.75,5183.18
949,5980,4115.88,4703.71
