generation,maxEv,aveEv,aveEvNotOne
0,4486,735.321,2938.29
1,4486,2193.19,2699.08
2,4671,2071.12,2761.17
3,4671,1988.94,2892.55
4,4671,1979.06,3165.9
5,4671,2842.19,3497.85
6,4671,2243.5,3987.67
7,4671,2357.56,4190.44
8,4681,3211.44,3952.31
9,4681,3430.69,4222.15
